"domain_1"	"domain_2"	"slot_1"	"slot_2"	"value"
"Flights_1"	"Hotels_1"	"departure_date"	"number_of_days"	"n"
"Flights_1"	"Hotels_1"	"departure_date"	"star_rating"	"n"
"Flights_1"	"Hotels_1"	"departure_date"	"hotel_name"	"n"
"Flights_1"	"Hotels_1"	"departure_date"	"street_address"	"n"
"Flights_1"	"Hotels_1"	"departure_date"	"phone_number"	"n"
"Flights_1"	"Hotels_1"	"departure_date"	"price_per_night"	"n"
"Flights_1"	"Hotels_1"	"departure_date"	"has_wifi"	"n"
"Flights_1"	"Hotels_1"	"return_date"	"destination"	"n"
"Flights_1"	"Hotels_1"	"return_date"	"number_of_rooms"	"n"
"Flights_1"	"Hotels_1"	"return_date"	"check_in_date"	"n"
"Flights_1"	"Hotels_1"	"return_date"	"number_of_days"	"n"
"Flights_1"	"Hotels_1"	"return_date"	"star_rating"	"n"
"Flights_1"	"Hotels_1"	"return_date"	"hotel_name"	"n"
"Flights_1"	"Hotels_1"	"return_date"	"street_address"	"n"
"Flights_1"	"Hotels_1"	"return_date"	"phone_number"	"n"
"Flights_1"	"Hotels_1"	"return_date"	"price_per_night"	"n"
"Flights_1"	"Hotels_1"	"return_date"	"has_wifi"	"n"
"Flights_1"	"Hotels_1"	"number_stops"	"destination"	"n"
"Flights_1"	"Hotels_1"	"number_stops"	"number_of_rooms"	"n"
"Flights_1"	"Hotels_1"	"number_stops"	"check_in_date"	"n"
"Flights_1"	"Hotels_1"	"number_stops"	"number_of_days"	"n"
"Flights_1"	"Hotels_1"	"number_stops"	"star_rating"	"n"
"Flights_1"	"Hotels_1"	"number_stops"	"hotel_name"	"n"
"Flights_1"	"Hotels_1"	"number_stops"	"street_address"	"n"
"Flights_1"	"Hotels_1"	"number_stops"	"phone_number"	"n"
"Flights_1"	"Hotels_1"	"number_stops"	"price_per_night"	"n"
"Flights_1"	"Hotels_1"	"number_stops"	"has_wifi"	"n"
"Flights_1"	"Hotels_1"	"outbound_departure_time"	"destination"	"n"
"Flights_1"	"Hotels_1"	"outbound_departure_time"	"number_of_rooms"	"n"
"Flights_1"	"Hotels_1"	"outbound_departure_time"	"check_in_date"	"n"
"Flights_1"	"Hotels_1"	"outbound_departure_time"	"number_of_days"	"n"
"Flights_1"	"Hotels_1"	"outbound_departure_time"	"star_rating"	"n"
"Flights_1"	"Hotels_1"	"outbound_departure_time"	"hotel_name"	"n"
"Flights_1"	"Hotels_1"	"outbound_departure_time"	"street_address"	"n"
"Flights_1"	"Hotels_1"	"outbound_departure_time"	"phone_number"	"n"
"Flights_1"	"Hotels_1"	"outbound_departure_time"	"price_per_night"	"n"
"Flights_1"	"Hotels_1"	"outbound_departure_time"	"has_wifi"	"n"
"Flights_1"	"Hotels_1"	"outbound_arrival_time"	"destination"	"n"
"Flights_1"	"Hotels_1"	"outbound_arrival_time"	"number_of_rooms"	"n"
"Flights_1"	"Hotels_1"	"outbound_arrival_time"	"check_in_date"	"n"
"Flights_1"	"Hotels_1"	"outbound_arrival_time"	"number_of_days"	"n"
"Flights_1"	"Hotels_1"	"outbound_arrival_time"	"star_rating"	"n"
"Flights_1"	"Hotels_1"	"outbound_arrival_time"	"hotel_name"	"n"
"Flights_1"	"Hotels_1"	"outbound_arrival_time"	"street_address"	"n"
"Flights_1"	"Hotels_1"	"outbound_arrival_time"	"phone_number"	"n"
"Flights_1"	"Hotels_1"	"outbound_arrival_time"	"price_per_night"	"n"
"Flights_1"	"Hotels_1"	"outbound_arrival_time"	"has_wifi"	"n"
"Flights_1"	"Hotels_1"	"inbound_arrival_time"	"destination"	"n"
"Flights_1"	"Hotels_1"	"inbound_arrival_time"	"number_of_rooms"	"n"
"Flights_1"	"Hotels_1"	"inbound_arrival_time"	"check_in_date"	"n"
"Flights_1"	"Hotels_1"	"inbound_arrival_time"	"number_of_days"	"n"
"Flights_1"	"Hotels_1"	"inbound_arrival_time"	"star_rating"	"n"
"Flights_1"	"Hotels_1"	"inbound_arrival_time"	"hotel_name"	"n"
"Flights_1"	"Hotels_1"	"inbound_arrival_time"	"street_address"	"n"
"Flights_1"	"Hotels_1"	"inbound_arrival_time"	"phone_number"	"n"
"Flights_1"	"Hotels_1"	"inbound_arrival_time"	"price_per_night"	"n"
"Flights_1"	"Hotels_1"	"inbound_arrival_time"	"has_wifi"	"n"
"Flights_1"	"Hotels_1"	"inbound_departure_time"	"destination"	"n"
"Flights_1"	"Hotels_1"	"inbound_departure_time"	"number_of_rooms"	"n"
"Flights_1"	"Hotels_1"	"inbound_departure_time"	"check_in_date"	"n"
"Flights_1"	"Hotels_1"	"inbound_departure_time"	"number_of_days"	"n"
"Flights_1"	"Hotels_1"	"inbound_departure_time"	"star_rating"	"n"
"Flights_1"	"Hotels_1"	"inbound_departure_time"	"hotel_name"	"n"
"Flights_1"	"Hotels_1"	"inbound_departure_time"	"street_address"	"n"
"Flights_1"	"Hotels_1"	"inbound_departure_time"	"phone_number"	"n"
"Flights_1"	"Hotels_1"	"inbound_departure_time"	"price_per_night"	"n"
"Flights_1"	"Hotels_1"	"inbound_departure_time"	"has_wifi"	"n"
"Flights_1"	"Hotels_1"	"price"	"destination"	"n"
"Flights_1"	"Hotels_1"	"price"	"number_of_rooms"	"n"
"Flights_1"	"Hotels_1"	"price"	"check_in_date"	"n"
"Flights_1"	"Hotels_1"	"price"	"number_of_days"	"n"
"Flights_1"	"Hotels_1"	"price"	"star_rating"	"n"
"Flights_1"	"Hotels_1"	"price"	"hotel_name"	"n"
"Flights_1"	"Hotels_1"	"price"	"street_address"	"n"
"Flights_1"	"Hotels_1"	"price"	"phone_number"	"n"
"Flights_1"	"Hotels_1"	"price"	"price_per_night"	"n"
"Flights_1"	"Hotels_1"	"price"	"has_wifi"	"n"
"Flights_1"	"Hotels_1"	"refundable"	"destination"	"n"
"Flights_1"	"Hotels_1"	"refundable"	"number_of_rooms"	"n"
"Flights_1"	"Hotels_1"	"refundable"	"check_in_date"	"n"
"Flights_1"	"Hotels_1"	"refundable"	"number_of_days"	"n"
"Flights_1"	"Hotels_1"	"refundable"	"star_rating"	"n"
"Flights_1"	"Hotels_1"	"refundable"	"hotel_name"	"n"
"Flights_1"	"Hotels_1"	"refundable"	"street_address"	"n"
"Flights_1"	"Hotels_1"	"refundable"	"phone_number"	"n"
"Flights_1"	"Hotels_1"	"refundable"	"price_per_night"	"n"
"Flights_1"	"Hotels_1"	"refundable"	"has_wifi"	"n"
"Flights_1"	"Hotels_1"	"airlines"	"destination"	"n"
"Flights_1"	"Hotels_1"	"airlines"	"number_of_rooms"	"n"
"Flights_1"	"Hotels_1"	"airlines"	"check_in_date"	"n"
"Flights_1"	"Hotels_1"	"airlines"	"number_of_days"	"n"
"Flights_1"	"Hotels_1"	"airlines"	"star_rating"	"n"
"Flights_1"	"Hotels_1"	"airlines"	"hotel_name"	"n"
"Flights_1"	"Hotels_1"	"airlines"	"street_address"	"n"
"Flights_1"	"Hotels_1"	"airlines"	"phone_number"	"n"
"Flights_1"	"Hotels_1"	"airlines"	"price_per_night"	"n"
"Flights_1"	"Hotels_1"	"airlines"	"has_wifi"	"n"
"Buses_1"	"Hotels_3"	"from_location"	"location"	"n"
"Buses_1"	"Hotels_3"	"from_location"	"number_of_rooms"	"n"
"Buses_1"	"Hotels_3"	"from_location"	"check_in_date"	"n"
"Buses_1"	"Hotels_3"	"from_location"	"check_out_date"	"n"
"Buses_1"	"Hotels_3"	"from_location"	"average_rating"	"n"
"Buses_1"	"Hotels_3"	"from_location"	"hotel_name"	"n"
"Buses_1"	"Hotels_3"	"from_location"	"street_address"	"n"
"Buses_1"	"Hotels_3"	"from_location"	"phone_number"	"n"
"Buses_1"	"Hotels_3"	"from_location"	"price"	"n"
"Buses_1"	"Hotels_3"	"from_location"	"pets_welcome"	"n"
"Buses_1"	"Hotels_3"	"to_location"	"location"	"y"
"Buses_1"	"Hotels_3"	"to_location"	"number_of_rooms"	"n"
"Buses_1"	"Hotels_3"	"to_location"	"check_in_date"	"n"
"Buses_1"	"Hotels_3"	"to_location"	"check_out_date"	"n"
"Buses_1"	"Hotels_3"	"to_location"	"average_rating"	"n"
"Buses_1"	"Hotels_3"	"to_location"	"hotel_name"	"n"
"Buses_1"	"Hotels_3"	"to_location"	"street_address"	"n"
"Buses_1"	"Hotels_3"	"to_location"	"phone_number"	"n"
"Buses_1"	"Hotels_3"	"to_location"	"price"	"n"
"Buses_1"	"Hotels_3"	"to_location"	"pets_welcome"	"n"
"Buses_1"	"Hotels_3"	"from_station"	"location"	"n"
"Buses_1"	"Hotels_3"	"from_station"	"number_of_rooms"	"n"
"Buses_1"	"Hotels_3"	"from_station"	"check_in_date"	"n"
"Buses_1"	"Hotels_3"	"from_station"	"check_out_date"	"n"
"Buses_1"	"Hotels_3"	"from_station"	"average_rating"	"n"
"Buses_1"	"Hotels_3"	"from_station"	"hotel_name"	"n"
"Buses_1"	"Hotels_3"	"from_station"	"street_address"	"n"
"Buses_1"	"Hotels_3"	"from_station"	"phone_number"	"n"
"Buses_1"	"Hotels_3"	"from_station"	"price"	"n"
"Buses_1"	"Hotels_3"	"from_station"	"pets_welcome"	"n"
"Buses_1"	"Hotels_3"	"to_station"	"location"	"n"
"Buses_1"	"Hotels_3"	"to_station"	"number_of_rooms"	"n"
"Buses_1"	"Hotels_3"	"to_station"	"check_in_date"	"n"
"Buses_1"	"Hotels_3"	"to_station"	"check_out_date"	"n"
"Buses_1"	"Hotels_3"	"to_station"	"average_rating"	"n"
"Buses_1"	"Hotels_3"	"to_station"	"hotel_name"	"n"
"Buses_1"	"Hotels_3"	"to_station"	"street_address"	"n"
"Buses_1"	"Hotels_3"	"to_station"	"phone_number"	"n"
"Buses_1"	"Hotels_3"	"to_station"	"price"	"n"
"Buses_1"	"Hotels_3"	"to_station"	"pets_welcome"	"n"
"Buses_1"	"Hotels_3"	"leaving_date"	"location"	"n"
"Buses_1"	"Hotels_3"	"leaving_date"	"number_of_rooms"	"n"
"Buses_1"	"Hotels_3"	"leaving_date"	"check_in_date"	"y"
"Buses_1"	"Hotels_3"	"leaving_date"	"check_out_date"	"n"
"Buses_1"	"Hotels_3"	"leaving_date"	"average_rating"	"n"
"Buses_1"	"Hotels_3"	"leaving_date"	"hotel_name"	"n"
"Buses_1"	"Hotels_3"	"leaving_date"	"street_address"	"n"
"Buses_1"	"Hotels_3"	"leaving_date"	"phone_number"	"n"
"Buses_1"	"Hotels_3"	"leaving_date"	"price"	"n"
"Buses_1"	"Hotels_3"	"leaving_date"	"pets_welcome"	"n"
"Buses_1"	"Hotels_3"	"leaving_time"	"location"	"n"
"Buses_1"	"Hotels_3"	"leaving_time"	"number_of_rooms"	"n"
"Buses_1"	"Hotels_3"	"leaving_time"	"check_in_date"	"n"
"Buses_1"	"Hotels_3"	"leaving_time"	"check_out_date"	"n"
"Buses_1"	"Hotels_3"	"leaving_time"	"average_rating"	"n"
"Buses_1"	"Hotels_3"	"leaving_time"	"hotel_name"	"n"
"Buses_1"	"Hotels_3"	"leaving_time"	"street_address"	"n"
"Buses_1"	"Hotels_3"	"leaving_time"	"phone_number"	"n"
"Buses_1"	"Hotels_3"	"leaving_time"	"price"	"n"
"Buses_1"	"Hotels_3"	"leaving_time"	"pets_welcome"	"n"
"Buses_1"	"Hotels_3"	"fare"	"location"	"n"
"Buses_1"	"Hotels_3"	"fare"	"number_of_rooms"	"n"
"Buses_1"	"Hotels_3"	"fare"	"check_in_date"	"n"
"Buses_1"	"Hotels_3"	"fare"	"check_out_date"	"n"
"Buses_1"	"Hotels_3"	"fare"	"average_rating"	"n"
"Buses_1"	"Hotels_3"	"fare"	"hotel_name"	"n"
"Buses_1"	"Hotels_3"	"fare"	"street_address"	"n"
"Buses_1"	"Hotels_3"	"fare"	"phone_number"	"n"
"Buses_1"	"Hotels_3"	"fare"	"price"	"n"
"Buses_1"	"Hotels_3"	"fare"	"pets_welcome"	"n"
"Buses_1"	"Hotels_3"	"travelers"	"location"	"n"
"Buses_1"	"Hotels_3"	"travelers"	"number_of_rooms"	"n"
"Buses_1"	"Hotels_3"	"travelers"	"check_in_date"	"n"
"Buses_1"	"Hotels_3"	"travelers"	"check_out_date"	"n"
"Buses_1"	"Hotels_3"	"travelers"	"average_rating"	"n"
"Buses_1"	"Hotels_3"	"travelers"	"hotel_name"	"n"
"Buses_1"	"Hotels_3"	"travelers"	"street_address"	"n"
"Buses_1"	"Hotels_3"	"travelers"	"phone_number"	"n"
"Buses_1"	"Hotels_3"	"travelers"	"price"	"n"
"Buses_1"	"Hotels_3"	"travelers"	"pets_welcome"	"n"
"Buses_1"	"Hotels_3"	"transfers"	"location"	"n"
"Buses_1"	"Hotels_3"	"transfers"	"number_of_rooms"	"n"
"Buses_1"	"Hotels_3"	"transfers"	"check_in_date"	"n"
"Buses_1"	"Hotels_3"	"transfers"	"check_out_date"	"n"
"Buses_1"	"Hotels_3"	"transfers"	"average_rating"	"n"
"Buses_1"	"Hotels_3"	"transfers"	"hotel_name"	"n"
"Buses_1"	"Hotels_3"	"transfers"	"street_address"	"n"
"Buses_1"	"Hotels_3"	"transfers"	"phone_number"	"n"
"Buses_1"	"Hotels_3"	"transfers"	"price"	"n"
"Buses_1"	"Hotels_3"	"transfers"	"pets_welcome"	"n"
"RideSharing_2"	"Services_1"	"destination"	"stylist_name"	"n"
"RideSharing_2"	"Services_1"	"destination"	"phone_number"	"n"
"RideSharing_2"	"Services_1"	"destination"	"average_rating"	"n"
"RideSharing_2"	"Services_1"	"destination"	"is_unisex"	"n"
"RideSharing_2"	"Services_1"	"destination"	"street_address"	"y"
"RideSharing_2"	"Services_1"	"destination"	"city"	"n"
"RideSharing_2"	"Services_1"	"destination"	"appointment_date"	"n"
"RideSharing_2"	"Services_1"	"destination"	"appointment_time"	"n"
"RideSharing_2"	"Services_1"	"ride_type"	"stylist_name"	"n"
"RideSharing_2"	"Services_1"	"ride_type"	"phone_number"	"n"
"RideSharing_2"	"Services_1"	"ride_type"	"average_rating"	"n"
"RideSharing_2"	"Services_1"	"ride_type"	"is_unisex"	"n"
"RideSharing_2"	"Services_1"	"ride_type"	"street_address"	"n"
"RideSharing_2"	"Services_1"	"ride_type"	"city"	"n"
"RideSharing_2"	"Services_1"	"ride_type"	"appointment_date"	"n"
"RideSharing_2"	"Services_1"	"ride_type"	"appointment_time"	"n"
"RideSharing_2"	"Services_1"	"ride_fare"	"stylist_name"	"n"
"RideSharing_2"	"Services_1"	"ride_fare"	"phone_number"	"n"
"RideSharing_2"	"Services_1"	"ride_fare"	"average_rating"	"n"
"RideSharing_2"	"Services_1"	"ride_fare"	"is_unisex"	"n"
"RideSharing_2"	"Services_1"	"ride_fare"	"street_address"	"n"
"RideSharing_2"	"Services_1"	"ride_fare"	"city"	"n"
"RideSharing_2"	"Services_1"	"ride_fare"	"appointment_date"	"n"
"RideSharing_2"	"Services_1"	"ride_fare"	"appointment_time"	"n"
"RideSharing_2"	"Services_1"	"wait_time"	"stylist_name"	"n"
"RideSharing_2"	"Services_1"	"wait_time"	"phone_number"	"n"
"RideSharing_2"	"Services_1"	"wait_time"	"average_rating"	"n"
"RideSharing_2"	"Services_1"	"wait_time"	"is_unisex"	"n"
"RideSharing_2"	"Services_1"	"wait_time"	"street_address"	"n"
"RideSharing_2"	"Services_1"	"wait_time"	"city"	"n"
"RideSharing_2"	"Services_1"	"wait_time"	"appointment_date"	"n"
"RideSharing_2"	"Services_1"	"wait_time"	"appointment_time"	"n"
"RideSharing_2"	"Services_1"	"number_of_seats"	"stylist_name"	"n"
"RideSharing_2"	"Services_1"	"number_of_seats"	"phone_number"	"n"
"RideSharing_2"	"Services_1"	"number_of_seats"	"average_rating"	"n"
"RideSharing_2"	"Services_1"	"number_of_seats"	"is_unisex"	"n"
"RideSharing_2"	"Services_1"	"number_of_seats"	"street_address"	"n"
"RideSharing_2"	"Services_1"	"number_of_seats"	"city"	"n"
"RideSharing_2"	"Services_1"	"number_of_seats"	"appointment_date"	"n"
"RideSharing_2"	"Services_1"	"number_of_seats"	"appointment_time"	"n"
"Restaurants_1"	"Weather_1"	"restaurant_name"	"precipitation"	"n"
"Restaurants_1"	"Weather_1"	"restaurant_name"	"humidity"	"n"
"Restaurants_1"	"Weather_1"	"restaurant_name"	"wind"	"n"
"Restaurants_1"	"Weather_1"	"restaurant_name"	"temperature"	"n"
"Restaurants_1"	"Weather_1"	"restaurant_name"	"city"	"n"
"Restaurants_1"	"Weather_1"	"restaurant_name"	"date"	"n"
"Restaurants_1"	"Weather_1"	"date"	"precipitation"	"n"
"Restaurants_1"	"Weather_1"	"date"	"humidity"	"n"
"Restaurants_1"	"Weather_1"	"date"	"wind"	"n"
"Restaurants_1"	"Weather_1"	"date"	"temperature"	"n"
"Restaurants_1"	"Weather_1"	"date"	"city"	"n"
"Restaurants_1"	"Weather_1"	"date"	"date"	"n"
"Restaurants_1"	"Weather_1"	"time"	"precipitation"	"n"
"Restaurants_1"	"Weather_1"	"time"	"humidity"	"n"
"Restaurants_1"	"Weather_1"	"time"	"wind"	"n"
"Restaurants_1"	"Weather_1"	"time"	"temperature"	"n"
"Restaurants_1"	"Weather_1"	"time"	"city"	"n"
"Restaurants_1"	"Weather_1"	"time"	"date"	"n"
"Restaurants_1"	"Weather_1"	"serves_alcohol"	"precipitation"	"n"
"Restaurants_1"	"Weather_1"	"serves_alcohol"	"humidity"	"n"
"Restaurants_1"	"Weather_1"	"serves_alcohol"	"wind"	"n"
"Restaurants_1"	"Weather_1"	"serves_alcohol"	"temperature"	"n"
"Restaurants_1"	"Weather_1"	"serves_alcohol"	"city"	"n"
"Restaurants_1"	"Weather_1"	"serves_alcohol"	"date"	"n"
"Restaurants_1"	"Weather_1"	"has_live_music"	"precipitation"	"n"
"Restaurants_1"	"Weather_1"	"has_live_music"	"humidity"	"n"
"Restaurants_1"	"Weather_1"	"has_live_music"	"wind"	"n"
"Restaurants_1"	"Weather_1"	"has_live_music"	"temperature"	"n"
"Restaurants_1"	"Weather_1"	"has_live_music"	"city"	"n"
"Restaurants_1"	"Weather_1"	"has_live_music"	"date"	"n"
"Restaurants_1"	"Weather_1"	"phone_number"	"precipitation"	"n"
"Restaurants_1"	"Weather_1"	"phone_number"	"humidity"	"n"
"Restaurants_1"	"Weather_1"	"phone_number"	"wind"	"n"
"Restaurants_1"	"Weather_1"	"phone_number"	"temperature"	"n"
"Restaurants_1"	"Weather_1"	"phone_number"	"city"	"n"
"Restaurants_1"	"Weather_1"	"phone_number"	"date"	"n"
"Restaurants_1"	"Weather_1"	"street_address"	"precipitation"	"n"
"Restaurants_1"	"Weather_1"	"street_address"	"humidity"	"n"
"Restaurants_1"	"Weather_1"	"street_address"	"wind"	"n"
"Restaurants_1"	"Weather_1"	"street_address"	"temperature"	"n"
"Restaurants_1"	"Weather_1"	"street_address"	"city"	"n"
"Restaurants_1"	"Weather_1"	"street_address"	"date"	"n"
"Restaurants_1"	"Weather_1"	"party_size"	"precipitation"	"n"
"Restaurants_1"	"Weather_1"	"party_size"	"humidity"	"n"
"Restaurants_1"	"Weather_1"	"party_size"	"wind"	"n"
"Restaurants_1"	"Weather_1"	"party_size"	"temperature"	"n"
"Restaurants_1"	"Weather_1"	"party_size"	"city"	"n"
"Restaurants_1"	"Weather_1"	"party_size"	"date"	"n"
"Restaurants_1"	"Weather_1"	"price_range"	"precipitation"	"n"
"Restaurants_1"	"Weather_1"	"price_range"	"humidity"	"n"
"Restaurants_1"	"Weather_1"	"price_range"	"wind"	"n"
"Restaurants_1"	"Weather_1"	"price_range"	"temperature"	"n"
"Restaurants_1"	"Weather_1"	"price_range"	"city"	"n"
"Restaurants_1"	"Weather_1"	"price_range"	"date"	"n"
"Restaurants_1"	"Weather_1"	"city"	"precipitation"	"n"
"Restaurants_1"	"Weather_1"	"city"	"humidity"	"n"
"Restaurants_1"	"Weather_1"	"city"	"wind"	"n"
"Restaurants_1"	"Weather_1"	"city"	"temperature"	"n"
"Restaurants_1"	"Weather_1"	"city"	"city"	"n"
"Restaurants_1"	"Weather_1"	"city"	"date"	"n"
"Restaurants_1"	"Weather_1"	"cuisine"	"precipitation"	"n"
"Restaurants_1"	"Weather_1"	"cuisine"	"humidity"	"n"
"Restaurants_1"	"Weather_1"	"cuisine"	"wind"	"n"
"Restaurants_1"	"Weather_1"	"cuisine"	"temperature"	"n"
"Restaurants_1"	"Weather_1"	"cuisine"	"city"	"n"
"Restaurants_1"	"Weather_1"	"cuisine"	"date"	"n"
"Events_2"	"Restaurants_1"	"event_type"	"restaurant_name"	"n"
"Events_2"	"Restaurants_1"	"event_type"	"date"	"n"
"Events_2"	"Restaurants_1"	"event_type"	"time"	"n"
"Events_2"	"Restaurants_1"	"event_type"	"serves_alcohol"	"n"
"Events_2"	"Restaurants_1"	"event_type"	"has_live_music"	"n"
"Events_2"	"Restaurants_1"	"event_type"	"phone_number"	"n"
"Events_2"	"Restaurants_1"	"event_type"	"street_address"	"n"
"Events_2"	"Restaurants_1"	"event_type"	"party_size"	"n"
"Events_2"	"Restaurants_1"	"event_type"	"price_range"	"n"
"Events_2"	"Restaurants_1"	"event_type"	"city"	"n"
"Events_2"	"Restaurants_1"	"event_type"	"cuisine"	"n"
"Events_2"	"Restaurants_1"	"category"	"restaurant_name"	"n"
"Events_2"	"Restaurants_1"	"category"	"date"	"n"
"Events_2"	"Restaurants_1"	"category"	"time"	"n"
"Events_2"	"Restaurants_1"	"category"	"serves_alcohol"	"n"
"Events_2"	"Restaurants_1"	"category"	"has_live_music"	"n"
"Events_2"	"Restaurants_1"	"category"	"phone_number"	"n"
"Events_2"	"Restaurants_1"	"category"	"street_address"	"n"
"Events_2"	"Restaurants_1"	"category"	"party_size"	"n"
"Events_2"	"Restaurants_1"	"category"	"price_range"	"n"
"Events_2"	"Restaurants_1"	"category"	"city"	"n"
"Events_2"	"Restaurants_1"	"category"	"cuisine"	"n"
"Events_2"	"Restaurants_1"	"event_name"	"restaurant_name"	"n"
"Events_2"	"Restaurants_1"	"event_name"	"date"	"n"
"Events_2"	"Restaurants_1"	"event_name"	"time"	"n"
"Events_2"	"Restaurants_1"	"event_name"	"serves_alcohol"	"n"
"Events_2"	"Restaurants_1"	"event_name"	"has_live_music"	"n"
"Events_2"	"Restaurants_1"	"event_name"	"phone_number"	"n"
"Events_2"	"Restaurants_1"	"event_name"	"street_address"	"n"
"Events_2"	"Restaurants_1"	"event_name"	"party_size"	"n"
"Events_2"	"Restaurants_1"	"event_name"	"price_range"	"n"
"Events_2"	"Restaurants_1"	"event_name"	"city"	"n"
"Events_2"	"Restaurants_1"	"event_name"	"cuisine"	"n"
"Events_2"	"Restaurants_1"	"date"	"restaurant_name"	"n"
"Events_2"	"Restaurants_1"	"date"	"date"	"y"
"Events_2"	"Restaurants_1"	"date"	"time"	"n"
"Events_2"	"Restaurants_1"	"date"	"serves_alcohol"	"n"
"Events_2"	"Restaurants_1"	"date"	"has_live_music"	"n"
"Events_2"	"Restaurants_1"	"date"	"phone_number"	"n"
"Events_2"	"Restaurants_1"	"date"	"street_address"	"n"
"Events_2"	"Restaurants_1"	"date"	"party_size"	"n"
"Events_2"	"Restaurants_1"	"date"	"price_range"	"n"
"Events_2"	"Restaurants_1"	"date"	"city"	"n"
"Events_2"	"Restaurants_1"	"date"	"cuisine"	"n"
"Events_2"	"Restaurants_1"	"time"	"restaurant_name"	"n"
"Events_2"	"Restaurants_1"	"time"	"date"	"n"
"Events_2"	"Restaurants_1"	"time"	"time"	"n"
"Events_2"	"Restaurants_1"	"time"	"serves_alcohol"	"n"
"Events_2"	"Restaurants_1"	"time"	"has_live_music"	"n"
"Events_2"	"Restaurants_1"	"time"	"phone_number"	"n"
"Events_2"	"Restaurants_1"	"time"	"street_address"	"n"
"Events_2"	"Restaurants_1"	"time"	"party_size"	"n"
"Events_2"	"Restaurants_1"	"time"	"price_range"	"n"
"Events_2"	"Restaurants_1"	"time"	"city"	"n"
"Events_2"	"Restaurants_1"	"time"	"cuisine"	"n"
"Events_2"	"Restaurants_1"	"number_of_tickets"	"restaurant_name"	"n"
"Events_2"	"Restaurants_1"	"number_of_tickets"	"date"	"n"
"Events_2"	"Restaurants_1"	"number_of_tickets"	"time"	"n"
"Events_2"	"Restaurants_1"	"number_of_tickets"	"serves_alcohol"	"n"
"Events_2"	"Restaurants_1"	"number_of_tickets"	"has_live_music"	"n"
"Events_2"	"Restaurants_1"	"number_of_tickets"	"phone_number"	"n"
"Events_2"	"Restaurants_1"	"number_of_tickets"	"street_address"	"n"
"Events_2"	"Restaurants_1"	"number_of_tickets"	"party_size"	"y"
"Events_2"	"Restaurants_1"	"number_of_tickets"	"price_range"	"n"
"Events_2"	"Restaurants_1"	"number_of_tickets"	"city"	"n"
"Events_2"	"Restaurants_1"	"number_of_tickets"	"cuisine"	"n"
"Events_2"	"Restaurants_1"	"city"	"restaurant_name"	"n"
"Events_2"	"Restaurants_1"	"city"	"date"	"n"
"Events_2"	"Restaurants_1"	"city"	"time"	"n"
"Events_2"	"Restaurants_1"	"city"	"serves_alcohol"	"n"
"Events_2"	"Restaurants_1"	"city"	"has_live_music"	"n"
"Events_2"	"Restaurants_1"	"city"	"phone_number"	"n"
"Events_2"	"Restaurants_1"	"city"	"street_address"	"n"
"Events_2"	"Restaurants_1"	"city"	"party_size"	"n"
"Events_2"	"Restaurants_1"	"city"	"price_range"	"n"
"Events_2"	"Restaurants_1"	"city"	"city"	"y"
"Events_2"	"Restaurants_1"	"city"	"cuisine"	"n"
"Events_2"	"Restaurants_1"	"venue"	"restaurant_name"	"n"
"Events_2"	"Restaurants_1"	"venue"	"date"	"n"
"Events_2"	"Restaurants_1"	"venue"	"time"	"n"
"Events_2"	"Restaurants_1"	"venue"	"serves_alcohol"	"n"
"Events_2"	"Restaurants_1"	"venue"	"has_live_music"	"n"
"Events_2"	"Restaurants_1"	"venue"	"phone_number"	"n"
"Events_2"	"Restaurants_1"	"venue"	"street_address"	"n"
"Events_2"	"Restaurants_1"	"venue"	"party_size"	"n"
"Events_2"	"Restaurants_1"	"venue"	"price_range"	"n"
"Events_2"	"Restaurants_1"	"venue"	"city"	"n"
"Events_2"	"Restaurants_1"	"venue"	"cuisine"	"n"
"Events_2"	"Restaurants_1"	"venue_address"	"restaurant_name"	"n"
"Events_2"	"Restaurants_1"	"venue_address"	"date"	"n"
"Events_2"	"Restaurants_1"	"venue_address"	"time"	"n"
"Events_2"	"Restaurants_1"	"venue_address"	"serves_alcohol"	"n"
"Events_2"	"Restaurants_1"	"venue_address"	"has_live_music"	"n"
"Events_2"	"Restaurants_1"	"venue_address"	"phone_number"	"n"
"Events_2"	"Restaurants_1"	"venue_address"	"street_address"	"n"
"Events_2"	"Restaurants_1"	"venue_address"	"party_size"	"n"
"Events_2"	"Restaurants_1"	"venue_address"	"price_range"	"n"
"Events_2"	"Restaurants_1"	"venue_address"	"city"	"n"
"Events_2"	"Restaurants_1"	"venue_address"	"cuisine"	"n"
"Movies_1"	"RideSharing_1"	"price"	"destination"	"n"
"Movies_1"	"RideSharing_1"	"price"	"shared_ride"	"n"
"Movies_1"	"RideSharing_1"	"price"	"ride_fare"	"n"
"Movies_1"	"RideSharing_1"	"price"	"approximate_ride_duration"	"n"
"Movies_1"	"RideSharing_1"	"price"	"number_of_riders"	"n"
"Movies_1"	"RideSharing_1"	"number_of_tickets"	"destination"	"n"
"Movies_1"	"RideSharing_1"	"number_of_tickets"	"shared_ride"	"n"
"Movies_1"	"RideSharing_1"	"number_of_tickets"	"ride_fare"	"n"
"Movies_1"	"RideSharing_1"	"number_of_tickets"	"approximate_ride_duration"	"n"
"Movies_1"	"RideSharing_1"	"number_of_tickets"	"number_of_riders"	"y"
